id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_days_from_arrest,r_charge_desc,is_violent_recid,num_vr_cases,vr_charge_degree,vr_charge_desc,v_type_of_assessment,v_decile_score,v_score_text,type_of_assessment,decile_score_1,score_text
10017,Male,21,Less than 25,Other,0,4,0,0,0,-3,4,F,Possession of Cocaine,1,NA,M,0,Trespass Other Struct/Conve,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
10018,Female,24,Less than 25,African-American,0,5,0,0,0,0,1,F,Resist Officer w/Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
10019,Male,23,Less than 25,African-American,0,5,1,0,3,-1,1,F,Possession Of Clonazepam,1,NA,M,NA,Operating W/O Valid License,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,5,Medium
10020,Male,27,25 - 45,Caucasian,0,4,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
10021,Male,24,Less than 25,Caucasian,0,4,0,0,0,-2,2,F,Pos Cannabis W/Intent Sel/Del,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
10022,Male,31,25 - 45,African-American,0,6,1,0,6,27,291,M,Battery,1,NA,F,0,Robbery W/Firearm,1,NA,(F1),Robbery W/Firearm,Risk of Violence,8,High,Risk of Recidivism,6,Medium
10023,Female,21,Less than 25,Caucasian,1,5,0,0,1,-525,525,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,5,Medium
10024,Female,23,Less than 25,Hispanic,0,4,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
10025,Male,22,Less than 25,African-American,0,4,0,0,0,-5,6,F,Dealing in Stolen Property,1,NA,M,0,Petit Theft $100- $300,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
10026,Male,23,Less than 25,Other,0,3,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,3,Low
10027,Female,46,Greater than 45,African-American,0,6,0,0,4,-56,56,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
10028,Male,53,Greater than 45,African-American,0,9,0,0,3,-241,2757,M,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,9,High
10029,Male,54,Greater than 45,Caucasian,0,1,0,0,0,0,1,F,Battery on Law Enforc Officer,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10030,Male,52,Greater than 45,Hispanic,0,3,0,0,2,NA,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,3,Low
10031,Female,26,25 - 45,Caucasian,0,4,0,0,2,-2,2,F,Possession Of Heroin,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
10032,Female,37,25 - 45,Caucasian,0,2,0,0,5,-36,37,F,Grand Theft in the 3rd Degree,1,NA,M,NA,Expired DL More Than 6 Months,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10033,Female,35,25 - 45,African-American,0,6,0,0,7,-1,1,F,arrest case no charge,1,NA,M,0,Possess Cannabis/20 Grams Or Less,1,NA,(F3),Aggravated Assault W/Dead Weap,Risk of Violence,2,Low,Risk of Recidivism,6,Medium
10034,Male,20,Less than 25,African-American,0,4,0,0,0,0,1,F,"Poss 3,4 Methylendioxpyrovlerone",0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
10035,Female,53,Greater than 45,African-American,0,5,0,0,0,-1,1,F,Dealing in Stolen Property,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,5,Medium
10036,Male,26,25 - 45,African-American,0,4,0,0,9,-1,1,M,Petit Theft,1,NA,M,0,Possess Cannabis/20 Grams Or Less,1,NA,(F2),Aggravated Battery / Pregnant,Risk of Violence,4,Low,Risk of Recidivism,4,Low
10037,Male,48,Greater than 45,African-American,0,4,0,0,7,-1,1,M,Susp Drivers Lic 1st Offense,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
10038,Male,19,Less than 25,African-American,0,4,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,4,Low
10039,Male,63,Greater than 45,African-American,0,9,0,0,22,272,150,M,Trespass Struct/Convey Occupy,1,NA,F,0,Felony Petit Theft,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,9,High
10040,Female,56,Greater than 45,African-American,0,1,0,0,2,-1,1,M,Driving Under The Influence,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10041,Male,47,Greater than 45,Other,0,1,0,0,1,-1,1,F,Felony Battery (Dom Strang),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10042,Male,25,25 - 45,African-American,0,7,0,0,6,0,0,F,"Poss 3,4 MDMA (Ecstasy)",1,NA,F,0,Robbery / No Weapon,1,NA,(F2),Robbery / No Weapon,Risk of Violence,4,Low,Risk of Recidivism,7,Medium
10043,Female,49,Greater than 45,Caucasian,0,1,0,0,0,0,1,F,Resist Officer w/Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10044,Male,34,25 - 45,Caucasian,0,2,0,0,0,-1,1,M,Susp Drivers Lic 1st Offense,1,NA,M,0,Opert With Susp DL 2nd Offens,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10045,Male,21,Less than 25,African-American,0,6,0,0,0,-1,1,M,Battery,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,6,Medium
10046,Male,23,Less than 25,Caucasian,0,6,0,0,0,-3,3,F,Trespassing/Construction Site,1,NA,F,0,Sell Cannabis 1000FTSch,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
10047,Male,57,Greater than 45,Caucasian,0,1,0,0,0,-2,2,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10048,Male,29,25 - 45,Caucasian,0,5,1,0,8,-91,91,F,arrest case no charge,1,NA,M,NA,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,5,Medium
10049,Male,48,Greater than 45,African-American,0,9,0,0,10,-1,1,F,Burglary Conveyance Unoccup,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,9,High
10050,Female,34,25 - 45,Other,0,2,0,0,0,212,1,F,Felony Battery (Dom Strang),1,NA,F,161,Aggravated Battery / Pregnant,1,NA,(F2),Aggravated Battery / Pregnant,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10051,Male,25,25 - 45,Caucasian,0,10,0,0,5,-1,1,F,Possession of Oxycodone,1,NA,M,1,Petit Theft $100- $300,1,NA,(F3),Felony Battery (Dom Strang),Risk of Violence,5,Medium,Risk of Recidivism,10,High
10052,Female,42,25 - 45,African-American,0,5,0,0,1,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
10053,Female,33,25 - 45,Caucasian,0,2,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10054,Male,51,Greater than 45,African-American,0,5,0,0,1,0,0,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,5,Medium
10055,Male,26,25 - 45,African-American,0,7,0,0,7,NA,868,F,Sell Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,7,Medium
10056,Male,31,25 - 45,Other,0,2,1,0,5,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10057,Male,34,25 - 45,African-American,0,8,1,0,9,NA,1389,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,8,High
10058,Male,53,Greater than 45,African-American,0,5,0,0,13,-1,1,M,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,5,Medium
10059,Female,43,25 - 45,African-American,0,7,0,0,6,0,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,7,Medium
10060,Female,25,25 - 45,Caucasian,0,7,0,0,0,0,0,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,7,Medium
10061,Male,34,25 - 45,African-American,0,1,0,0,0,-3,3,F,Carrying Concealed Firearm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
10062,Female,27,25 - 45,Caucasian,0,5,0,0,2,0,1,F,Grand Theft in the 3rd Degree,1,NA,M,0,Driving Under The Influence,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
10063,Male,40,25 - 45,African-American,0,6,1,0,10,-52,52,F,Arson in the First Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,6,Medium
10064,Male,51,Greater than 45,African-American,0,1,0,0,0,-1,1,M,Operating W/O Valid License,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10065,Male,26,25 - 45,Caucasian,0,4,0,0,1,-1,1,M,Operating W/O Valid License,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
10066,Male,47,Greater than 45,African-American,0,6,0,0,5,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,6,Medium
10067,Male,27,25 - 45,Caucasian,0,7,1,2,5,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,7,Medium
10068,Male,22,Less than 25,Caucasian,0,4,0,1,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
10069,Female,36,25 - 45,Caucasian,0,2,0,0,0,0,0,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10070,Male,57,Greater than 45,Caucasian,0,4,0,0,1,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
10071,Female,36,25 - 45,Hispanic,0,3,0,0,1,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
10072,Male,41,25 - 45,Caucasian,0,3,0,0,4,-3,3,F,Possession Of Heroin,1,NA,M,0,Trespass Other Struct/Conve,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
10073,Male,37,25 - 45,African-American,0,2,0,0,2,NA,514,M,Compulsory Attendance Violation,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10074,Male,53,Greater than 45,Hispanic,0,1,0,0,1,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10075,Male,36,25 - 45,Caucasian,0,2,0,0,2,-40,40,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10076,Male,21,Less than 25,African-American,0,4,0,0,2,-34,34,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
10077,Male,25,25 - 45,African-American,0,6,3,1,6,-1,1,M,Viol Prot Injunc Repeat Viol,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,6,Medium
10078,Male,27,25 - 45,Hispanic,0,4,0,0,1,284,1088,F,Possession of Hydrocodone,1,NA,M,0,Battery,1,NA,(M1),Battery,Risk of Violence,3,Low,Risk of Recidivism,4,Low
10079,Female,31,25 - 45,Hispanic,0,3,0,0,2,-1,1,F,Drivg While Lic Suspd/Revk/Can,1,NA,F,0,Driving While License Revoked,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
10080,Male,24,Less than 25,Caucasian,0,2,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
10081,Male,24,Less than 25,African-American,0,8,0,1,7,-97,97,M,Prowling/Loitering,1,NA,M,1,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,8,High
10082,Male,52,Greater than 45,Caucasian,0,1,0,0,0,-3,3,F,Possession Of Methamphetamine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10083,Male,33,25 - 45,Caucasian,0,1,0,0,0,-2,2,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10084,Male,46,Greater than 45,Caucasian,0,5,0,0,5,NA,65,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,5,Medium
10085,Male,21,Less than 25,African-American,0,4,0,0,2,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
10086,Female,44,25 - 45,Caucasian,0,2,0,0,3,0,1,F,Poss Pyrrolidinovalerophenone,1,NA,F,1,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10087,Male,46,Greater than 45,Caucasian,0,2,0,0,0,-1,1,F,Aggravated Assault W/dead Weap,1,NA,M,NA,Viol Injunct Domestic Violence,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10088,Female,28,25 - 45,African-American,0,2,0,0,1,-1,1,F,Grand Theft (Motor Vehicle),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10089,Female,28,25 - 45,Caucasian,0,2,0,0,0,-1,1,F,Agg Battery Cause Bodily,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10090,Female,55,Greater than 45,Caucasian,0,1,0,0,1,-1,1,F,Organized Fraud,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10091,Male,28,25 - 45,African-American,1,5,0,0,5,-1,1,F,arrest case no charge,1,NA,F,NA,Stalking (Aggravated),1,NA,(F3),Stalking (Aggravated),Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
10092,Male,66,Greater than 45,African-American,0,2,0,0,5,-1,1,F,Possession of Cocaine,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10093,Male,30,25 - 45,Hispanic,0,1,0,0,0,-2,2,F,Neglect Child / No Bodily Harm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10094,Male,20,Less than 25,Caucasian,0,3,0,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,3,Low
10095,Male,27,25 - 45,African-American,0,3,0,0,2,-1,1,F,Driving While License Revoked,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
10096,Female,24,Less than 25,Other,0,4,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
10097,Male,25,25 - 45,African-American,0,3,0,0,3,-1,1,F,Aggravated Battery / Pregnant,1,NA,F,0,Burglary Unoccupied Dwelling,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
10098,Male,53,Greater than 45,Caucasian,0,1,0,0,0,0,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10099,Male,35,25 - 45,Hispanic,0,1,0,0,1,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10100,Male,20,Less than 25,African-American,0,10,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,10,High
10101,Female,52,Greater than 45,Caucasian,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10102,Male,34,25 - 45,Hispanic,0,2,0,0,1,-23,23,F,Possess/Use Weapon 1 Deg Felon,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10103,Male,42,25 - 45,Caucasian,0,8,0,0,5,-1,1,F,Felony Battery (Dom Strang),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,8,High
10104,Male,30,25 - 45,Hispanic,0,9,0,0,8,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
10105,Male,31,25 - 45,Caucasian,0,9,0,0,8,-31,31,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,9,High
10106,Male,47,Greater than 45,African-American,0,6,0,0,15,-1,0,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
10107,Female,39,25 - 45,African-American,0,5,0,0,1,7,121,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
10108,Male,47,Greater than 45,Other,0,1,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10109,Male,28,25 - 45,Hispanic,0,2,0,0,1,-69,69,F,Aggravated Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
10110,Female,41,25 - 45,African-American,0,4,0,0,7,0,0,F,Possession of Cannabis,1,NA,F,0,Possession of Hydrocodone,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
10111,Male,26,25 - 45,African-American,0,2,0,0,0,-1,1,F,Crim Use of Personal ID Info,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
10112,Male,25,25 - 45,African-American,0,5,0,0,2,-27,27,M,Operating W/O Valid License,1,NA,M,0,Unlaw Use False Name/Identity,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
10113,Female,31,25 - 45,African-American,0,6,0,0,1,0,0,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
10114,Male,24,Less than 25,African-American,0,9,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,9,High
10115,Male,35,25 - 45,African-American,0,2,0,0,5,NA,1472,F,Carrying Concealed Firearm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10116,Female,50,Greater than 45,African-American,0,1,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10117,Male,24,Less than 25,African-American,0,4,0,0,2,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
10118,Male,55,Greater than 45,Hispanic,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10119,Male,22,Less than 25,African-American,0,9,0,0,2,0,1,F,Grand Theft Dwell Property,1,NA,M,0,Prowling/Loitering,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,9,High
10120,Female,29,25 - 45,Other,0,2,0,0,2,0,1,M,Battery,1,NA,M,NA,Disorderly Intoxication,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10121,Male,25,25 - 45,African-American,0,9,0,0,7,0,1,F,Burglary Conveyance Unoccup,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
10122,Male,50,Greater than 45,Caucasian,0,2,0,0,9,NA,203,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10123,Male,50,Greater than 45,Caucasian,0,6,0,0,18,171,577,M,Petit Theft $100- $300,1,NA,F,0,Grand Theft in the 3rd Degree,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
10124,Female,27,25 - 45,Caucasian,0,2,0,0,2,NA,430,M,Driving License Suspended,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,2,Low
10125,Male,50,Greater than 45,Hispanic,0,1,0,0,5,-1,1,F,Felony Driving While Lic Suspd,1,NA,M,0,Battery,1,NA,(M1),Battery,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10126,Female,20,Less than 25,Caucasian,0,6,0,0,0,-1,1,M,Battery,1,NA,M,NA,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,6,Medium
10127,Male,56,Greater than 45,Caucasian,0,7,0,0,5,-1,1,M,arrest case no charge,1,NA,M,NA,Resist/Obstruct W/O Violence,1,NA,(F3),Felony Battery w/Prior Convict,Risk of Violence,3,Low,Risk of Recidivism,7,Medium
10128,Male,19,Less than 25,African-American,0,8,0,0,0,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,8,High
10129,Male,25,25 - 45,African-American,0,8,0,0,5,-1,1,F,Pos Cannabis W/Intent Sel/Del,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,8,High
10130,Female,48,Greater than 45,African-American,0,1,0,0,1,-1,9485,F,Possess Controlled Substance,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10131,Male,21,Less than 25,African-American,0,9,0,0,1,-1,1,F,Burglary Unoccupied Dwelling,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,9,High
10132,Male,31,25 - 45,Caucasian,0,1,0,0,2,0,1,M,Battery,1,NA,M,1,Tresspass in Struct/Convey Occupy,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
10133,Male,35,25 - 45,Caucasian,0,2,0,0,0,-1,1,M,Expired DL More Than 6 Months,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10134,Male,25,25 - 45,Hispanic,0,7,0,0,6,-1,1,M,Battery,1,NA,M,176,Operating W/O Valid License,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,7,Medium
10135,Male,29,25 - 45,African-American,0,10,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,10,High
10136,Male,34,25 - 45,African-American,0,3,0,0,2,-1,1,F,Carrying Concealed Firearm,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
10137,Male,32,25 - 45,African-American,0,7,0,0,0,-1,1,F,Aggravated Battery / Pregnant,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,7,Medium
10138,Male,33,25 - 45,Hispanic,0,2,0,0,1,-90,90,M,Susp Drivers Lic 1st Offense,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,2,Low
10139,Female,31,25 - 45,African-American,0,3,0,0,1,0,1,F,Felony Battery (Dom Strang),1,NA,M,0,Extradition/Defendants,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
10140,Female,49,Greater than 45,Hispanic,0,1,0,0,1,33,35,F,Possession Of Lorazepam,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10141,Male,29,25 - 45,African-American,0,6,0,0,6,67,93,F,arrest case no charge,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,6,Medium
10142,Male,25,25 - 45,African-American,0,8,0,0,2,-96,96,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,8,High
10143,Male,26,25 - 45,African-American,0,8,0,0,13,31,122,M,Unlawful Use Of Police Badges,1,NA,M,0,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
10144,Male,71,Greater than 45,Native American,0,7,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,7,Medium
10145,Female,44,25 - 45,Hispanic,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10146,Male,51,Greater than 45,Asian,0,2,0,0,2,-1,1,M,Viol Prot Injunc Repeat Viol,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10147,Male,58,Greater than 45,African-American,0,5,0,0,1,-1,1,F,Petit Theft Habitual Offender,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
10148,Male,31,25 - 45,African-American,0,7,0,0,11,0,1,M,Battery,1,NA,M,0,Unlaw Use False Name/Identity,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,7,Medium
10149,Female,26,25 - 45,Caucasian,0,3,0,1,2,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
10150,Male,28,25 - 45,African-American,0,2,0,0,3,-1,1,M,Petit Theft,1,NA,M,NA,Petit Theft,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
